Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Explicit Track
A Thousand Years,A Thousand Years,Aldy Santos,2017-02-27,QM4DW1718219,0.413648188913348,31.8,0.14879339124489083,0.2835544579778486,0.07784757683243224,0.7999999999999999,0.008498294898385394,0.024977630810689204,0.0002450349707467359,0.0001668502025184958,0.00012671865582010596,0.006582061345444319,0.02097902097902098,4.7249143609272085e-05,0.017432646592709985,0.0017312183371502741,0.019138755980861243,1.0
You Make It Easy,You Make It Easy,Jason Aldean,2018-01-26,QMRSZ1703136,0.41404842905743444,31.8,0.13561340376719028,0.10641761137957727,0.0800533916969358,0.6736842105263158,0.03379938045389995,0.09360940418468255,0.021753776730857266,0.010324194817051806,0.00795651472349947,0.01609444360098196,0.08391608391608392,0.01685275704377858,0.04595879556259905,0.001674224092448607,0.019138755980861243,1.0
Hoy,Hoy,Valentino Merlo,2024-05-22,BK4DA2414210,0.4138483089853912,31.8,0.03792977112367759,0.07471658612682104,0.04374379317844737,0.6842105263157894,0.007352728524048071,0.01893835893329788,0.0015600000363636371,0.0008679696993414926,0.0011856050102491647,0.0013816669078105593,0.026806526806526808,0.010182190447798133,0.017432646592709985,0.0029917932644670515,0.044657097288676235,0.0
Suge,Baby On Baby,DaBaby,2019-03-01,USUM71902966,0.4142485491294777,31.8,0.1536313112522598,0.14876751169987346,0.1547226383000514,0.7368421052631579,0.029763201058401283,0.035793078073951254,0.0013263170472334975,0.00020539673792485942,0.00020631703515725671,0.015316780388957224,0.10722610722610722,0.0024001439973900473,0.028526148969889066,0.005204194900896926,0.0861244019138756,1.0
ball w/o you,i am > i was,21 Savage,2018-12-21,QZ45A1700093,0.41484890934560736,31.7,0.008600666878471141,0.011256946667547438,0.13730497971374642,0.7333333333333334,0.00043759786378354455,0.0022740069939966123,0.009115586848071178,0.0008687766979798227,0.001088619683216417,0.0006337301303988985,0.01048951048951049,0.001649782597690417,0.003169572107765452,0.0028786969310601396,0.18181818181818182,1.0
Money,Money,Cardi B,2018-10-23,USAT21811495,0.41464878927356413,31.7,0.010258254318529829,0.0032571634730204223,0.017624677315606928,0.45263157894736844,0.020197446021412414,0.029767800480793534,3.0372961080954803e-05,2.699105216804947e-05,2.6347005532616486e-05,0.0310109855469417,0.008158508158508158,1.4062245121807167e-05,0.01584786053882726,0.014896951106676982,0.014354066985645932,0.0
Queen of Kings,Queen of Kings,Alessandra,2023-01-08,NOW7B2301090,0.4144486692015209,31.7,0.13646634236193897,0.2104723818621896,0.07908979593857765,0.6631578947368421,0.0553034222773792,0.08930539145527619,0.006701072417274415,0.0028869992248003544,0.0021894589554870047,0.023467964186096073,0.07342657342657342,0.010134378814383989,0.04595879556259905,0.004286560589042055,0.028708133971291867,1.0
Hasta Que Dios Diga,Emmanuel,Anuel AA,2020-05-29,QM4TX2084345,0.41344806884130475,31.7,0.44429630186375374,0.013101486980661967,0.005895997091415442,0.45263157894736844,0.03534981461802367,0.17852481114376406,0.0969137707128307,0.02484001360624895,0.0329759108878016,0.33683100854693043,0.10839160839160839,0.009236082596002946,0.00792393026941363,7.149696659699482e-05,0.0,0.0
H.Y.B. (feat. Bas & Central Cee),Might Delete Later,J. Cole,2024-04-05,USUG12402406,0.41705023013808284,31.7,0.13735824049432166,0.14000552176439002,0.029527915000480687,0.6947368421052631,0.042313568195729775,0.08397210874958276,0.00342433574415701,0.003418023129585197,0.002628356565197391,0.011565280937926678,0.0675990675990676,0.0012290402236459464,0.009508716323296355,0.0002474384282169937,0.03827751196172249,0.0
Hackearam-me,Decretos Reais Vol. 3,Marï¿½ï¿½lia Mendo,2023-03-16,BRWNV2300007,0.41564938963378023,31.7,0.08862873601033253,0.08974391547296623,0.026694987001636666,0.7473684210526316,0.008883064182307018,0.012183372498605946,0.0008954079462799054,0.0007256480181564325,0.0005891212720454935,0.010425227854605593,0.025641025641025644,0.10807566612855142,0.001584786053882726,5.9587721435452445e-05,0.05263157894736842,0.0
No Type,No Type,Rae Sremmurd,2014-09-16,USUM71413477,0.41765059035421254,31.7,9.500246956087652e-06,1.6937927576809267e-06,1.1435392890920421e-07,0.36140350877192984,0.004017427414723286,0.004666419755281695,0.045449565938995316,0.0015360184541616006,0.003502463476333001,0.06414369124328385,0.004273504273504273,0.0005366152738481615,0.0010565240359218173,0.0005331081614589619,0.030303030303030304,0.0
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-24,USSM12100532,0.4152491494896938,31.7,0.03921185414987588,0.06000091464808915,0.0200872586802856,0.6105263157894736,0.03817707902191236,0.07212565827299554,0.0014655011996620325,0.00010882153201314176,0.00015160764295941057,0.02695379191857185,0.01515151515151515,1.68746941461686e-06,0.025356576862123614,0.005334096963538767,0.028708133971291867,1.0
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,YOASOBI,2019-12-15,JPP301900716,0.4172503502101261,31.6,0.05053251472086505,0.15336277145146182,0.02068064502919309,0.6631578947368421,0.005658112210070662,0.01038449713192601,0.0006445454695698244,0.0005606644588256872,0.0006385387688264547,0.004655779685322776,0.01515151515151515,0.0029699461697256734,0.004754358161648178,0.00019969770850147278,0.04784688995215311,1.0
Sand In My Boots,Dangerous: The Double Album,Morgan Wallen,2021-01-08,USUG12004193,0.41584950970582346,31.6,0.020078665552939228,0.0068293723989694965,0.02284234214792349,0.7368421052631579,0.0033923016563161264,0.005948501611766009,0.07820931806237726,0.02230221996368062,0.023221606322331587,0.084494196363557,0.01515151515151515,0.003973427981617834,0.001584786053882726,0.0642705030259753,0.10047846889952153,0.0
Fouji Fojan Lofi 2 (feat. Aamin Barodi & Sapna Choudhary),Fouji Fojan 2 Lofi (feat. Aamin Barodi & Sapna Choudhary),Raj Mawer,2024-03-14,ING642402006,0.4150490294176506,31.6,0.14154442791166352,0.13201420753365142,0.09159094076434846,0.631578947368421,0.015315835480421877,0.07181452617616421,0.003458694719316893,0.0010453645316544635,0.0007592817474714251,0.020167354459029004,0.14918414918414918,0.08754253829149347,0.06022187004754359,0.007477076414758675,0.17703349282296652,0.0
A Cara do Crime (Nï¿½ï¿½s Incom,A Cara do Crime (Nï¿½ï¿½s Incom,Mc Poze do Rodo,2021-05-27,BCM9A2100020,0.4168501100660396,31.6,0.2673229957179107,0.2892625395712333,0.31953280260175615,0.7368421052631579,0.09827282048335892,0.12969339325668722,0.0022380420102107693,0.0025042561758686272,0.002539251938692886,0.21446192227786962,0.0979020979020979,0.06783908291662213,0.06180665610142631,0.008197025556057492,0.14354066985645933,0.0
Overseas,Overseas,D-Block Europe,2021-11-18,GB2DY2100828,0.41544926956173706,31.6,0.04705535917036658,0.12655680726840346,0.060875864262694486,0.6736842105263158,0.001282632078748361,0.003624519616503973,0.0005076690095027741,0.0005465511061372546,0.0005140787751820073,0.0016730997896081754,0.027972027972027972,0.0,0.006339144215530904,0.002900419892182326,0.03349282296650718,1.0
I Pï¿½ï¿½ï¿½ ME TU P,I Pï¿½ï¿½ï¿½ ME TU P,Geolier,2024-02-07,ITQ002400009,0.4166499899939964,31.6,0.4259919696989867,0.014327792937222958,0.006352288326751318,0.4736842105263158,0.028317359772921602,0.07942836366022044,0.019041569985428983,0.0003512562428636716,0.0005964248255545265,0.31679685299331795,0.10372960372960373,0.06290942226672142,0.001584786053882726,0.00012857420255414303,0.004784688995215311,0.0
Monster (Shawn Mendes &amp; Justin Bieber),Monster,Shawn Mendes,2020-11-20,USUM72018810,0.41644986992195315,31.6,0.03299133978811946,0.02589809126494137,0.019649157343241547,0.7157894736842105,0.01188924525100723,0.00942632197118352,0.0004988112004384894,3.076749226004121e-05,0.00010212157077437707,0.04082801516134616,0.011655011655011654,0.004062863860592527,0.0,0.032504894564900605,0.07655502392344497,0.0
Last Friday Night (T.G.I.F.),Teenage Dream,Katy Perry,2010-01-01,USCA21001264,0.4160496297778667,31.6,0.06776953740798895,0.13335907898325008,0.0452054002972051,0.7052631578947368,0.001414101485450639,0.006759014605956423,0.004951958157388302,0.004562992658488254,0.0039214004369184435,0.00012473587671472534,0.008158508158508158,0.0006491132348226188,0.014263074484944533,0.0020290532052581853,0.0,1.0
Circo Loco,Her Loss,Drake,2022-11-04,USUG12208606,0.4174504702821693,31.6,0.004128066459670217,0.0015125569326090674,0.0003850373022325512,0.5684210526315789,0.03510524390413465,0.02085050455011634,0.07820931806237726,0.02230221996368062,0.023221606322331587,0.0032660375558897065,0.012043512043512042,0.00011643538960856335,0.0,8.43813590104405e-05,0.07017543859649122,0.0
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,2021-04-08,USRC12100760,0.4162497498499099,31.6,0.0038496135790841756,0.0026186036033747128,0.001858407628477411,0.5473684210526315,0.06247176373676672,0.06457375191606946,0.07820931806237726,0.02230221996368062,0.023221606322331587,0.007995464873814265,0.021756021756021756,0.06404527667936018,0.0010565240359218173,0.0014639657466871603,0.07017543859649124,0.0
Canï¿½ï¿½n Saï¿½ï,Canï¿½ï¿½n Saï¿½ï,Semicenk,2023-04-21,FRX282385759,0.42005203121873125,31.6,0.15289418037594985,0.1182436724137055,0.07526218697170034,0.6526315789473683,0.09625886317608821,0.09302722912177167,0.0014518182156600982,0.00020356826426324486,0.00024824437764019543,0.05399520107546774,0.09324009324009323,0.0008487971155522806,0.11251980982567354,0.005320942849545008,0.1244019138755981,0.0
Limbo,Freddie's Inferno,Freddie Dredd,2022-08-11,USRC12201645,0.4182509505703422,31.6,0.012361287142356731,0.008052290770015125,0.04952967887171614,0.8210526315789474,0.0021834500731172557,0.007512748038657733,0.025219394527258607,1.944673456749603e-05,3.171722200153286e-05,0.0003575700616998635,0.04195804195804195,0.0029738835983597798,0.05388272583201269,0.010186554175892789,0.15789473684210525,0.0
Laad Piya Ke,Laad Piya Ke,Raju Punjabi,2022-05-04,INA1I1900134,0.42045227136281765,31.6,0.005523394064538452,0.001842846520356848,0.05097702224374126,0.7578947368421052,0.0011187023441688057,0.0036819411176368198,0.0004737995448438122,9.448533915594006e-06,5.981508271142631e-06,0.00031522953994218063,0.004662004662004662,1.1249796097445732e-06,0.004754358161648178,0.0005719549849620883,0.08771929824561404,0.0
Coco Cola,Coco Cola,Ruchika Jangid,2020-09-04,INN172010039,0.4196517910746448,31.6,0.03394422144797572,0.013658744797938993,0.07606402909761642,0.831578947368421,0.004841457149346694,0.0065409477089767906,0.029787079171415987,4.9285974623851925e-06,2.8751119253088834e-06,0.18544919631777945,0.008158508158508158,0.00039374286341060065,0.011093502377179081,0.16812196328512502,0.014354066985645932,0.0
DUELE EL CORAZON,The RCA-List (Vol. 2),Enrique Iglesias,2016-01-01,USRC11600642,0.41885131078647186,31.5,0.022827921874600157,0.016382363552289926,0.029756237866738432,0.6842105263157894,0.006457410826440894,0.01883258332850006,0.002170139910725872,0.002509688943355364,0.0025712847216025295,0.07729120938031506,0.013986013986013986,0.0006997373172611247,0.004754358161648178,0.004775379083825919,0.08133971291866028,0.0
The Code,The Code,Nemo,2024-02-29,DEUM72401182,0.4202521512907745,31.5,0.18578880402980244,0.15157412629935077,0.10180286096986929,0.6947368421052631,0.009567730193678532,0.035027757630680376,0.0013857342980357645,0.001178879020682832,0.0010642764566503877,0.002474646357362928,0.23076923076923078,0.11481935639916527,0.11251980982567354,0.02865615434414926,0.17703349282296652,0.0
Jï¿½ï¿½lale,Jï¿½ï¿½lale,Bb trickz,2024-05-02,ES5022400953,0.419851911146688,31.5,0.04389257829470989,0.09628873068864532,0.07796204130347271,0.6631578947368421,0.008135094582824362,0.03144409747250067,0.002005407972154032,0.0031453243155004883,0.0033893909814884542,0.0002387838067870253,0.01282051282051282,2.812449024361433e-06,0.001584786053882726,0.0017229607072299015,0.0,1.0
A Puro Dolor,A Puro Dolor - Single,Gabito Ballesteros,2023-12-02,USA2P2355925,0.4192515509305583,31.5,0.11712508235747737,0.2844504743466618,0.07309007983364156,0.6947368421052631,0.00891463305531484,0.03411718229452146,0.0015190909445009543,0.0009145745203538004,0.0008563866419853136,6.227822281798303e-06,0.008158508158508158,0.0012279152440362018,0.004754358161648178,2.487662883046918e-05,0.020733652312599684,1.0
Baddie,I'VE MINE,IVE,2023-10-13,QMDA72364152,0.41805083049829894,31.5,0.05054002593025315,0.011339942512673803,0.05465879945687831,0.8526315789473684,0.00028257428470790066,0.0010230913072160402,0.0006366433714835284,0.0002345272857526468,0.00019831839928307918,0.060288985221481246,0.01631701631701632,7.818608287724784e-05,0.0,0.0002495339574178923,0.028708133971291867,1.0
Prisoner (feat. Dua Lipa),Prisoner (feat. Dua Lipa),Miley Cyrus,2020-11-20,USRC12003364,0.41945167100260156,31.5,0.42290374293097927,0.18531786561787017,0.17154603763579154,0.6210526315789473,0.050512257922828,0.11964358740651793,0.4404363505929219,0.06101279140780861,0.06844304152871551,0.004100533367235857,0.486013986013986,0.07417665554811818,0.22503961965134706,0.028858092816548723,0.5933014354066986,0.0
Why Not,Why Not,Ghostface Playa,2022-04-01,QM4TX2235296,0.41865119071442863,31.5,0.12291657093868655,0.08136980407899172,0.07264086710650516,0.6842105263157894,0.08721720775730277,0.07561474467316075,0.007176340493620991,0.00018838147885207415,0.00014609346702024702,0.03469123275198127,0.04312354312354312,0.0041404874536649025,0.04595879556259905,0.006249926215586924,0.06698564593301436,0.0
Got It On Me,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013361,0.41785071042625577,31.5,0.019512796510213686,0.012761034636368102,0.047601717371878516,0.6842105263157894,0.00654128912677378,0.004755200008011407,0.0015734033000793309,5.170096395046601e-05,8.430179711493748e-05,0.03084551730637166,0.0011655011655011655,0.0028231363306540067,0.025356576862123614,0.006706689337941202,0.0,0.0
intro (end of the world),eternal sunshine,Ariana Grande,2024-03-08,USUM72317270,0.4184510706423854,31.5,0.0444569639675911,9.993377270317467e-05,6.207893620717667e-05,0.5228070175438596,0.02607194761312104,0.05695524432110501,0.0004184848582397402,1.1332756669325271e-05,2.8844742644568383e-05,0.010970209013958907,0.008158508158508158,5.624898048722867e-07,0.0010565240359218173,0.03236693543453914,0.0606060606060606,0.0
All I Want for Christmas Is You,Merry Christmas,Mariah Carey,1994-01-01,USSM19400325,0.4190514308585151,31.5,0.0007498367997127893,0.0011466976969499872,0.0009346832733322715,0.40350877192982454,0.03386481168520822,0.03003022540715583,0.06646617870550532,0.0027422803610542214,0.006225528319855586,0.042771230469482606,0.0003885003885003885,2.5124544617628802e-05,0.001584786053882726,0.003136184217128307,0.05263157894736842,0.0
La Rompe Corazones,La Rompe Corazones,Daddy Yankee,2017-01-13,US2BU1603070,0.4212527516509906,31.5,0.20877785523120274,0.14699919206085457,0.11626703964547416,0.7789473684210526,0.05049622521329416,0.08465036612867095,0.0017975291794295844,0.0008194275618781982,0.0005483656968803333,0.020490435343284416,0.023310023310023312,0.00045842919097091367,0.014263074484944533,0.0014366201280061274,0.0,1.0
QUE ME FALTE TODO,QUE ME FALTE TODO,Luck Ra,2023-10-26,CLPP22300109,0.4208525115069041,31.5,0.007459879793196587,0.005694531251323276,0.3595900728790168,0.7894736842105262,0.00023181710753934716,0.002373443444812465,0.003497296118818091,0.00010027889954448532,0.0001497063369300079,0.026128996497036327,0.0979020979020979,0.0008364223398450903,0.058637083993660855,0.1609482199091499,0.3253588516746411,1.0
How To Fly (Abbey Road Remaster 2024),Caress Your Soul (Abbey Road Remaster 2024),Sticky Fingers,2024-03-08,AUUR12400049,0.42105263157894735,31.5,0.1560865333540676,3.387585515361853e-06,1.3150701824558483e-06,0.27017543859649124,0.03902219177753711,0.05437122862465362,0.07692509891822297,0.008633085754015038,0.010037136176257235,0.022213089067521157,0.013597513597513598,0.04909486015565968,0.001584786053882726,0.00119939654015127,0.07974481658692185,0.0
Dj Dayak Full Beat Lagu Malihi Janji,Dj Dayak Full Beat Lagu Malihi Janji,Jeremya Ginting,2022-12-06,SGB502295030,0.42165299179507704,31.5,0.20297329402990427,0.15529708278073343,0.11436527281895201,0.7157894736842105,0.11868887738630768,0.09724579968459578,0.002375920801303515,0.00021901997856173632,0.0002880735417147899,0.03708059625838042,0.12820512820512822,0.029935707415303096,0.10776545166402536,0.008730700824428908,0.20095693779904306,0.0
Si Estuviï¿½ï¿½semos Ju,X 100PRE,Bad Bunny,2018-12-23,QM7281884729,0.4206523914348609,31.4,0.09411954708898,0.13246306261443686,0.045597451307077416,0.042105263157894736,0.006245136436258609,0.016526399109860812,0.005893916221303409,0.001551356128480777,0.0010701877130773558,4.488657743182058e-06,0.05827505827505827,5.062408243850581e-06,0.022187004754358162,0.0008663872115952727,0.0,1.0
360,360,Charli xcx,2024-05-10,USAT22401341,0.4214528717230338,31.4,0.07435284605603708,0.14166374487415967,0.0409762108263797,0.7368421052631579,0.0026780698038216698,0.007890064112759007,9.261072476948076e-05,7.405936028343647e-05,4.8668471060989487e-05,0.001095392440894399,0.04079254079254079,0.03214404238923169,0.011093502377179081,0.002424506537625777,0.15311004784688995,1.0
GATA ONLY (Con Cris MJ),GATA ONLY (Con Cris MJ),FloyyMenor,2024-02-02,QZDA62409561,0.42185311186712027,31.4,0.00010429904803888896,0.0002235806440138823,0.00010767184766327638,0.2947368421052632,1.1798865597451427e-06,6.868754188054356e-06,0.03729601485538496,0.0010027755196709309,0.002055095681350675,0.04857372834364123,0.0003885003885003885,3.3749388292337203e-06,0.001584786053882726,0.00020795533842184535,0.07017543859649122,0.0
El Perdï¿½,Full Circle: The Live Anthology,Nicky Jam,2011-11-20,USSD11500005,0.42285371222733636,31.4,0.017821971635782877,0.05274640026694174,0.10029168142292942,0.6842105263157894,0.003623167760217334,0.01200924637024055,0.0037736131415760637,0.0004044488997274761,0.0006835883373658583,0.00011850448776010766,0.008158508158508158,0.0067931893734426065,0.02694136291600634,0.007351157932379929,0.0430622009569378,0.0
Love Scars,A Love Letter To You,Trippie Redd,2017-05-14,QMEU31704830,0.42345407244346606,31.4,0.02896662854125889,0.014773260432493043,0.14420717321383633,0.7684210526315789,0.00201597185681866,0.004684121240957919,0.0023560995110201905,0.0007823298780680779,0.0010655660821378304,0.05498262648908743,0.018648018648018648,0.005294154043457963,0.03169572107765452,0.03729342776272029,0.05741626794258373,1.0
Die Hard,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,USUM72208965,0.4232539523714228,31.4,0.013662536259888017,0.009437813245798123,0.11762600267764299,0.7684210526315789,0.00041156286030003165,0.0010129165638627074,0.0023560995110201905,5.3373266314296704e-05,0.0002148607012885185,0.02546897985077892,0.024475524475524476,0.0015513468818377668,0.021130480718436345,0.08323995952599463,0.05741626794258373,1.0
Akher Yawm,Akher Yawm - Single,Ghaliaa,2023-08-07,SGW502328333,0.4236541925155093,31.4,0.1543184338095649,0.15279873846315406,0.07917200878986812,0.6421052631578947,0.04988123775528367,0.08422628475152297,0.0012558508451247282,0.00038708070033768605,0.0002158169024195678,0.02787126458972432,0.14102564102564102,0.0016199706380321858,0.03169572107765452,0.002038887669032699,0.11483253588516747,1.0
Ascend,Ascend - Single,Dezko,2023-06-09,QM7282324662,0.4220532319391635,31.3,0.01887064124351626,0.0504851869354377,0.05606391192295726,0.6947368421052631,0.00024025967710434218,0.0008542290839293395,0.0006870163330306837,0.0004168808904696098,0.0005684844673211948,0.0054593775929409885,0.0337995337995338,0.0031358806621629982,0.01584786053882726,0.002411227936748796,0.06698564593301436,0.0
SI SABE FERXXO,SI SABE FERXXO,Blessd,2024-01-24,QZZ3N2400002,0.4230538322993796,31.3,0.020395535166637436,0.053384960136587445,0.08694857530118356,0.6807017543859648,0.01772616276805826,0.05320525760123138,0.0004997202913687713,0.00037885367645827716,0.0005141950626716441,0.01606117925556494,0.022144522144522148,0.0011564790388174215,0.03328050713153724,0.002956252259307257,0.0430622009569378,0.0
Wind Up Missin' You,Wind Up Missin' You - Single,Tucker Wetmore,2024-03-29,QM24S2401097,0.42245347208324996,31.3,0.028040218878692267,0.062451832768453445,0.017339722571955714,0.5789473684210525,0.028698603978035336,0.0821582922376947,0.020158158978045664,0.0039067763715704504,0.004976443190113823,0.015539886611007244,0.005827505827505828,0.010748055191499654,0.011093502377179081,0.003297823519053724,0.017543859649122806,1.0
No Limit,No Limit,G-Eazy,2017-09-07,USRC11702117,0.42225335201120673,31.3,0.038508878617478016,0.06836994466379061,0.06127210824996014,0.6631578947368421,0.007634022816550106,0.036905222458245596,0.0005565268194994596,0.0010767079747999488,0.0011200800497264054,0.015192019682712487,0.01048951048951049,0.0003239941276064371,0.006339144215530904,0.00012203864118500394,0.028708133971291867,0.0
ten,ten,Fred again..,2023-10-13,GBAHS2301151,0.4238543125875525,31.3,0.156504189668817,0.12844538619321771,0.062373279408391324,0.6947368421052631,0.04077485809365766,0.18615288363942029,0.02864377689146333,0.0026406432625380657,0.0030589483960557547,0.04801858038341629,0.06526806526806526,0.013388382335570168,0.03803486529318542,0.011099769203393289,0.07655502392344497,1.0
Dance For Me (1 2 3) - Stutter Techno,Dance For Me (1 2 3) [Stutter Techno],Sonny Wern,2023-10-06,NL1DT2300205,0.4226535921552932,31.3,0.21840589691677476,0.10829433375508773,0.1690781045072399,0.7789473684210526,0.026821031852827387,0.09601754446723935,0.002693846216639772,0.001651990169338008,0.001096007596106067,0.038643064944750685,0.18414918414918416,0.039442347607449614,0.06022187004754359,0.021860436136890676,0.277511961722488,0.0
Paro,Paro,Nej,2021-05-21,FR96X2142743,0.42585551330798477,31.3,0.03330779505791846,0.030014007666106023,0.04398564030269744,0.6947368421052631,0.0008129555015732679,0.001441619906445642,0.00034592075398416676,0.0001139765054374537,0.0001716547023529056,0.10448521630173258,0.031468531468531465,0.16945061620758123,0.001584786053882726,0.0018517216401088771,0.11961722488038277,0.0
HOPE,HOPE,NF,2023-02-16,USUM72300445,0.4268561136682009,31.3,0.07487738838220052,0.08932724245457671,0.03565841007031498,0.7368421052631579,0.010681782894020978,0.01365087862118554,0.0004671328780217454,0.00024207292395064464,0.00021456462738875533,0.05684053667741826,0.057109557109557105,0.05941017319061092,0.017432646592709985,0.002062955133122227,0.16267942583732056,0.0
On My Way,On My Way,Alan Walker,2019-03-21,NOG841901010,0.426055633380028,31.3,0.06257116553539092,0.036714651815491765,0.02234322536621112,0.7052631578947368,0.04150472241689397,0.17910148157422984,0.003149766973188041,0.00033224046326220955,0.0004236220461405616,8.621704488300156e-05,0.008158508158508158,2.8686980048486623e-05,0.006339144215530904,0.0007797581727488848,0.00956937799043062,0.0
You Need To Calm Down,You Need To Calm Down,Taylor Swift,2019-06-14,USUG11901470,0.42565539323594154,31.3,0.3892820893763572,1.0162756546085561e-05,7.699831213219752e-06,0.12631578947368421,0.031265454652778364,0.0525733857109007,0.03575141497478045,0.0009544299524272421,0.0024400670736537742,0.01964725564388116,0.05128205128205129,0.04909467265905806,0.007395668251452721,0.00026358714334603054,0.08293460925039874,0.0
Dancinï¿½ï¿½ï¿½ In The C,Dancin' In The Country,Tyler Hubbard,2022-08-19,USUM72206481,0.4244546728036822,31.2,0.00406133396898639,0.002730393925381654,0.0006051495563946177,0.5473684210526315,0.013435188384228584,0.02851420469600033,1.608391645883255e-06,1.1668117420349229e-07,1.669451361988878e-07,0.05419977399674338,0.001554001554001554,1.2374775707190307e-05,0.0,5.176579560635579e-05,0.07177033492822966,0.0
Starting Over,Starting Over,Chris Stapleton,2020-08-27,USUM72013812,0.4252551530918551,31.2,0.09960087987575963,0.09883450120343976,0.0479907837442063,0.7368421052631579,0.011460013621638702,0.01830710758462281,0.001484825209436485,0.0014151282377032697,0.0009989502293122074,0.0027795270589399713,0.01631701631701632,0.0365172131255121,0.001584786053882726,1.2531679577650862e-05,0.00956937799043062,0.0
295,Moosetape,Sidhu Moose Wala,2021-05-15,INU252102408,0.42645587352411446,31.2,0.011591705711379532,0.012945658046955322,0.004105752028163177,0.63859649122807,0.006253430624015218,0.004897855045342283,0.0008997436107166342,3.022506750971881e-06,2.8290484106376773e-05,0.04174803992408062,0.002331002331002331,0.0009056085858443816,0.0,1.4834686917252264e-05,0.028708133971291867,0.0
Gangsta's Paradise (feat. L.V.),...And You Don't Stop - A Celebration of 50 Years of Hip Hop,Coolio,2023-08-11,USTB12300126,0.42465479287572544,31.2,0.031146519822740346,0.06892889627382531,0.010943621443241649,0.7157894736842105,0.009320723432784206,0.013570876893084019,0.016954895500114114,0.0022202786076100903,0.0026359911162978614,0.002123210561373216,0.04895104895104895,0.009245082432880903,0.009508716323296355,0.005928065379017225,0.05741626794258373,1.0
Gulabi Sharara,Gulabi Sharara,Inder Arya,2023-07-27,INS7A2500864,0.4254552731638983,31.2,0.0017290064078211607,0.0049746693293088815,0.0020426584905335514,0.1894736842105263,0.0008284521496606253,0.0016029232904272643,0.03258650425609567,0.0008629994817596489,0.0022267664277927416,0.056731798059923615,0.006993006993006992,0.0015800338618862533,0.0,0.00020664822614801753,0.07017543859649122,0.0
Otro Atardecer,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214891,0.42625575345207123,31.2,0.0333569774919021,0.08837533092476003,0.03578283858036108,0.6,0.0005859219000614871,0.006012856061051284,0.0005200466321689191,0.0004059455200312793,0.000576439169888691,0.009753419285015016,0.0337995337995338,8.662342995033215e-05,0.017432646592709985,0.002747819721166395,0.00956937799043062,1.0
ýýlle de Sen,ýýlle de Sen - Single,Muti,2023-11-17,TRCGH2300006,0.4250550330198119,31.2,0.0014413186098559728,0.0019614120133945134,0.006818406376378126,0.7298245614035087,0.00661227977476329,0.0113826972294559,0.027077646318826254,0.002456081576294089,0.0038214313280545043,0.16566578307619842,0.0,5.624898048722867e-06,0.013734812466983623,0.1264373091283251,0.06379585326953748,1.0
Soweto,Outlaw,Victony,2022-05-06,QZAKB2164097,0.42405443265959575,31.2,0.016310681459034422,0.005946906372217733,0.033784858169852355,0.5578947368421051,0.0031459745600717725,0.004330252012344371,0.01127028775299816,1.6700616081669187e-05,3.474981639474079e-05,0.01727383077523344,0.01515151515151515,5.624898048722867e-07,0.004754358161648178,0.00032215130596388234,0.07655502392344497,0.0
Enjoy,Enjoy,Jux,2023-07-14,ZA56E2303708,0.42485491294776867,31.2,0.01662736141814066,0.013357249687071788,0.013114646030773412,0.7263157894736841,0.007834783035711146,0.007173370597501692,0.0007505594580549989,2.5897299284634113e-05,6.902051821351156e-05,0.04038739992433751,0.004662004662004662,0.0012622271221334113,0.001584786053882726,0.00032540871274151675,0.09728867623604465,0.0
Poland,Poland - Single,Lil Yachty,2022-10-04,USUG12207318,0.4266559935961577,31.2,0.0031928626164424863,0.0022544381604733136,0.13531987174383525,0.7368421052631579,0.0001924983176195489,0.000944180876508883,0.009056293917396128,3.778484888034741e-06,1.7162330447344947e-06,0.01731727806300292,0.047785547785547784,0.0009483578110146754,0.004754358161648178,0.0068275661015494695,0.2870813397129186,1.0
BBY BOO,BBY BOO,iZaak,2023-12-21,USWL12303270,0.424254552731639,31.2,0.17967998851507846,0.3313939406257887,0.0773410689751147,0.7368421052631579,0.043292049853502296,0.1216417368871069,0.03105000072377624,0.011897771573732157,0.012931701535377423,1.2464149706473576e-06,0.01048951048951049,0.0005816144582379444,0.011093502377179081,0.0008362406380417516,0.03349282296650718,0.0
